"country","province","points","price","variety"
"South Africa","Stellenbosch",84,20,"Merlot"
"US","California",84,21,"Zinfandel"
"France","Bordeaux",84,20,"Bordeaux-style Red Blend"
"US","California",84,21,"Zinfandel"
"France","Bordeaux",83,15,"Bordeaux-style Red Blend"
"US","California",83,18,"Zinfandel"
"US","California",83,20,"Zinfandel"
"France","Southwest France",83,8,"Bordeaux-style Red Blend"
"US","California",83,6,"Zinfandel"
"US","California",83,20,"Zinfandel"
"US","California",83,12,"Zinfandel"
"South Africa","Stellenbosch",83,16,"White Blend"
"US","California",82,12,"Zinfandel"
"South Africa","Coastal Region",82,15,"Merlot"
"France","Bordeaux",82,10,"Bordeaux-style Red Blend"
"France","Bordeaux",82,14,"White Blend"
"US","California",82,16,"Zinfandel"
"US","California",84,7,"Merlot"
"Australia","South Australia",84,18,"Merlot"
"US","California",84,19,"Zinfandel"
"US","California",84,16,"Sauvignon Blanc"
"US","California",84,50,"Pinot Noir"
"US","Washington",84,24,"Red Blend"
"Spain","Northern Spain",84,8,"Red Blend"
"US","Washington",84,17,"Chardonnay"
"US","California",84,27,"Syrah"
"Argentina","Mendoza Province",84,12,"Merlot"
"Argentina","Mendoza Province",84,11,"Chardonnay"
"Spain","Northern Spain",84,65,"Red Blend"
"US","California",83,13,"Cabernet Sauvignon"
"US","California",83,12,"Cabernet Sauvignon"
"Argentina","Mendoza Province",83,9,"Malbec"
"Spain","Northern Spain",83,9,"Rosé"
"Argentina","Mendoza Province",83,20,"Cabernet Sauvignon"
"US","California",90,28,"Syrah"
"Australia","South Australia",90,29,"Riesling"
"France","Rhône Valley",90,80,"Syrah"
"Chile","Casablanca Valley",90,15,"Sauvignon Blanc"
"Italy","Northeastern Italy",90,18,"Riesling"
"US","California",90,60,"Cabernet Sauvignon"
"Chile","Lontué Valley",90,18,"Malbec"
"New Zealand","Waipara Valley",90,23,"Riesling"
"US","California",90,30,"Chardonnay"
"US","California",90,28,"Cabernet Sauvignon"
"France","Rhône Valley",90,75,"Syrah"
"Spain","Northern Spain",90,100,"Tempranillo"
"Chile","Curicó Valley",90,32,"Cabernet Sauvignon"
"US","California",90,40,"Syrah"
"Australia","New South Wales",90,30,"Chardonnay"
"France","Loire Valley",90,23,"Sauvignon Blanc"
"France","Rhône Valley",90,75,"Syrah"
"France","Rhône Valley",90,91,"Syrah"
"US","California",90,28,"Syrah"
"Italy","Tuscany",94,129,"Sangiovese"
"US","Washington",94,45,"Bordeaux-style Red Blend"
"US","Washington",94,35,"Red Blend"
"Italy","Tuscany",94,65,"Sangiovese"
"US","California",94,50,"Cabernet Sauvignon"
"US","Washington",94,50,"Red Blend"
"US","Washington",94,38,"Red Blend"
"Italy","Tuscany",94,95,"Sangiovese"
"US","Washington",93,75,"Cabernet Sauvignon"
"Italy","Tuscany",93,90,"Sangiovese"
"US","Washington",93,26,"Syrah"
"Italy","Tuscany",93,86,"Sangiovese"
"Italy","Tuscany",93,50,"Sangiovese"
"Italy","Tuscany",93,45,"Sangiovese"
"Argentina","Other",93,152,"Malbec"
"France","Burgundy",93,150,"Pinot Noir"
"France","Burgundy",93,65,"Chardonnay"
"US","Washington",93,55,"Syrah"
"Italy","Tuscany",93,75,"Sangiovese"
"Italy","Tuscany",93,65,"Sangiovese"
"Italy","Tuscany",93,45,"Sangiovese"
"Australia","South Australia",93,30,"Riesling"
"France","Burgundy",93,150,"Chardonnay"
"US","Washington",93,26,"Cabernet Sauvignon"
"US","California",93,25,"Chardonnay"
"US","Washington",92,45,"Cabernet Sauvignon"
"Italy","Tuscany",92,61,"Sangiovese"
"Argentina","Mendoza Province",85,14,"Cabernet Sauvignon"
"US","California",85,20,"Cabernet Sauvignon"
"US","California",85,38,"Syrah"
"Austria","Niederösterreich",85,21,"White Blend"
"US","New York",85,25,"Chardonnay"
"Argentina","Other",85,9,"Malbec"
"France","Burgundy",85,47,"Pinot Noir"
"Chile","Colchagua Valley",85,14,"Chardonnay"
"US","California",85,26,"Chardonnay"
"US","California",85,28,"Chardonnay"
"France","Burgundy",85,15,"Chardonnay"
"Italy","Southern Italy",85,15,"Rosé"
"Chile","Colchagua Valley",85,14,"Cabernet Sauvignon"
"Chile","Maule Valley",85,13,"Sauvignon Blanc"
"Italy","Tuscany",85,10,"Rosé"
"France","Languedoc-Roussillon",85,11,"White Blend"
"US","California",85,18,"Rosé"
"Italy","Tuscany",85,15,"White Blend"
"US","New York",85,15,"White Blend"
"New Zealand","Central Otago",85,26,"Chardonnay"
"France","Provence",85,16,"Rosé"
"South Africa","Paarl",82,14,"Merlot"
"US","California",82,18,"Zinfandel"
"US","California",82,18,"Zinfandel"
"South Africa","Paarl",82,14,"Chardonnay"
"US","California",82,24,"Zinfandel"
"US","California",81,25,"Zinfandel"
"France","Bordeaux",81,9,"Merlot"
"France","Southwest France",80,8,"White Blend"
"France","Languedoc-Roussillon",80,11,"Red Blend"
"US","California",95,100,"Cabernet Sauvignon"
"US","California",93,35,"Merlot"
"US","California",93,30,"Pinot Noir"
"Chile","Puente Alto",93,87,"Bordeaux-style Red Blend"
"US","California",93,75,"White Blend"
"Italy","Tuscany",92,54,"Sangiovese"
"US","California",92,25,"Merlot"
"US","California",92,25,"Cabernet Sauvignon"
"Chile","Aconcagua Valley",92,60,"Bordeaux-style Red Blend"
"US","California",92,18,"Pinot Noir"
"US","California",91,30,"Chardonnay"
"Chile","Maipo Valley",91,40,"Red Blend"
"Italy","Tuscany",91,63,"Sangiovese"
"US","California",91,25,"Pinot Noir"
"US","California",91,22,"Chardonnay"
"Greece","Greece",83,18,"White Blend"
"US","California",83,13,"Chardonnay"
"Argentina","Other",83,9,"Malbec"
"Argentina","Mendoza Province",83,20,"Malbec"
"Argentina","Mendoza Province",83,12,"Sauvignon Blanc"
"Greece","Greece",83,17,"Sauvignon Blanc"
"US","California",83,9,"Cabernet Sauvignon"
"Argentina","Mendoza Province",83,24,"Red Blend"
"Argentina","Mendoza Province",83,13,"Chardonnay"
"Argentina","Other",83,14,"Pinot Noir"
"US","California",83,46,"Syrah"
"Argentina","Mendoza Province",83,21,"Pinot Noir"
"Argentina","Other",83,11,"Malbec"
"Argentina","Mendoza Province",83,18,"Chardonnay"
"Argentina","Mendoza Province",83,18,"Malbec"
"Argentina","Mendoza Province",83,15,"Cabernet Sauvignon"
"Argentina","Mendoza Province",83,10,"Chardonnay"
"Argentina","Mendoza Province",83,13,"Chardonnay"
"Argentina","Mendoza Province",83,10,"Sauvignon Blanc"
"US","Washington",83,24,"Chardonnay"
"US","California",83,10,"Merlot"
"US","California",83,9,"Chardonnay"
"Argentina","Mendoza Province",83,11,"Malbec"
"US","California",83,7,"Sauvignon Blanc"
"US","California",90,25,"Chardonnay"
"US","California",90,34,"Cabernet Sauvignon"
"Spain","Northern Spain",90,30,"Tempranillo"
"US","California",90,45,"Chardonnay"
"France","Loire Valley",90,25,"Sauvignon Blanc"
"France","Rhône Valley",90,82,"Syrah"
"France","Loire Valley",90,32,"Sauvignon Blanc"
"Germany","Pfalz",90,48,"Riesling"
"Germany","Rheinhessen",90,19,"Riesling"
"Australia","South Australia",90,15,"Riesling"
"US","California",90,17,"Riesling"
"US","California",90,16,"Syrah"
"US","California",90,52,"Syrah"
"France","Rhône Valley",90,57,"Syrah"
"US","California",90,45,"Syrah"
"France","Rhône Valley",90,90,"Syrah"
"US","California",90,18,"Sauvignon Blanc"
"France","Loire Valley",90,23,"Sauvignon Blanc"
"France","Rhône Valley",90,50,"Syrah"
"France","Rhône Valley",90,90,"Syrah"
"New Zealand","Marlborough",90,24,"Riesling"
"New Zealand","Marlborough",90,17,"Riesling"
"Spain","Northern Spain",90,29,"Tempranillo"
"Italy","Tuscany",92,85,"Sangiovese"
"Italy","Tuscany",92,74,"Sangiovese"
"France","Burgundy",92,130,"Pinot Noir"
"Italy","Tuscany",92,65,"Sangiovese"
"US","Washington",92,30,"Cabernet Sauvignon"
"Italy","Tuscany",92,45,"Sangiovese"
"Italy","Tuscany",92,55,"Sangiovese"
"France","Burgundy",92,90,"Chardonnay"
"US","California",92,40,"Merlot"
"Italy","Tuscany",92,74,"Sangiovese"
"US","Washington",92,33,"Cabernet Sauvignon"
"US","California",92,30,"Bordeaux-style Red Blend"
"US","California",92,35,"Cabernet Sauvignon"
"US","Washington",92,25,"Syrah"
"US","Washington",92,29,"Cabernet Sauvignon"
"US","Washington",92,25,"Cabernet Sauvignon"
"Italy","Tuscany",92,59,"Sangiovese"
"Italy","Tuscany",92,74,"Sangiovese"
"France","Burgundy",92,140,"Pinot Noir"
"Italy","Tuscany",92,53,"Sangiovese"
"Italy","Tuscany",92,48,"Sangiovese"
"France","Burgundy",92,75,"Pinot Noir"
"France","Burgundy",92,100,"Chardonnay"
"US","California",92,35,"Chardonnay"
"Italy","Tuscany",92,50,"Sangiovese"
"US","Washington",92,38,"Red Blend"
"US","Washington",92,55,"Bordeaux-style Red Blend"
"Chile","Aconcagua Valley",85,14,"Cabernet Sauvignon"
"New Zealand","East Coast",85,15,"Chardonnay"
"New Zealand","Hawke's Bay",85,15,"Chardonnay"
"Chile","Casablanca Valley",85,16,"Merlot"
"US","New York",85,20,"Chardonnay"
"Chile","Peumo",85,21,"Merlot"
"France","Burgundy",85,23,"Pinot Noir"
"France","Burgundy",85,13,"Chardonnay"
"Chile","Casablanca Valley",85,12,"Chardonnay"
"Chile","Casablanca Valley",84,21,"Chardonnay"
"France","Burgundy",84,45,"Chardonnay"
"US","New York",84,20,"Chardonnay"
"France","Languedoc-Roussillon",84,15,"Rosé"
"US","New York",84,13,"Chardonnay"
"US","California",84,16,"Syrah"
"France","Languedoc-Roussillon",84,9,"Chardonnay"
"France","Alsace",84,55,"Pinot Noir"
"Chile","Maipo Valley",84,14,"Cabernet Sauvignon"
"France","Burgundy",84,18,"Chardonnay"
"France","Burgundy",84,17,"Chardonnay"
"France","Languedoc-Roussillon",84,10,"Rosé"
"France","Languedoc-Roussillon",84,16,"Rosé"
"Chile","Colchagua Valley",84,9,"Merlot"
"France","Alsace",84,20,"Chardonnay"
"Argentina","Mendoza Province",84,13,"Chardonnay"
"France","Languedoc-Roussillon",84,12,"Chardonnay"
"US","California",84,12,"Pinot Noir"
"Chile","Maipo Valley",84,13,"Cabernet Sauvignon"
"Chile","Curicó Valley",91,26,"Red Blend"
"US","California",90,15,"Pinot Noir"
"Chile","Curicó Valley",90,19,"Chardonnay"
"Chile","Maipo Valley",90,15,"Chardonnay"
"Australia","South Australia",90,38,"Chardonnay"
"US","California",90,50,"Pinot Noir"
"US","California",90,32,"Chardonnay"
"Chile","Casablanca Valley",90,22,"Chardonnay"
"US","California",90,28,"Bordeaux-style Red Blend"
"US","California",89,27,"Chardonnay"
"Chile","Rapel Valley",89,15,"Merlot"
"US","California",89,22,"Zinfandel"
"Chile","Colchagua Valley",89,10,"Chardonnay"
"US","California",89,30,"Bordeaux-style Red Blend"
"US","California",89,15,"Chardonnay"
"Italy","Tuscany",89,22,"Sangiovese"
"US","California",89,16,"Merlot"
"Australia","South Australia",88,16,"Chardonnay"
"Chile","Curicó Valley",88,12,"Cabernet Sauvignon"
"US","California",88,33,"Pinot Noir"
"Chile","Maipo Valley",88,40,"Cabernet Sauvignon"
"Chile","Maipo Valley",88,17,"Cabernet Sauvignon"
"US","California",88,20,"Chardonnay"
"US","California",88,18,"Chardonnay"
"Argentina","Mendoza Province",83,13,"Sauvignon Blanc"
"US","California",83,10,"Chardonnay"
"Greece","Corinth",83,15,"White Blend"
"US","California",83,39,"Merlot"
"Australia","Tasmania",83,27,"Pinot Noir"
"France","Languedoc-Roussillon",83,10,"Rosé"
"Argentina","Other",83,26,"Sauvignon Blanc"
"US","California",82,22,"Chardonnay"
"Argentina","Mendoza Province",82,11,"Chardonnay"
"US","California",82,12,"Red Blend"
"US","California",82,9,"Merlot"
"US","California",82,12,"Merlot"
"US","Washington",82,22,"Tempranillo"
"Argentina","Mendoza Province",82,25,"Cabernet Sauvignon"
"US","California",82,7,"Chardonnay"
"US","California",82,28,"Syrah"
"US","California",82,10,"Chardonnay"
"US","Washington",82,16,"Sangiovese"
"Argentina","Mendoza Province",82,18,"Cabernet Sauvignon"
"Argentina","Mendoza Province",82,17,"Malbec"
"US","California",82,20,"Chardonnay"
"US","California",82,12,"Chardonnay"
"US","California",82,10,"Cabernet Sauvignon"
"Greece","Greece",82,17,"Cabernet Sauvignon"
"US","California",82,12,"Cabernet Sauvignon"
"US","California",82,13,"Merlot"
"France","Alsace",90,23,"Riesling"
"US","California",90,20,"Chardonnay"
"New Zealand","Marlborough",90,19,"Riesling"
"France","Rhône Valley",90,96,"Syrah"
"US","California",90,50,"Cabernet Sauvignon"
"France","Loire Valley",90,32,"Sauvignon Blanc"
"France","Loire Valley",89,26,"Sauvignon Blanc"
"Spain","Northern Spain",89,49,"Tempranillo"
"Germany","Rheingau",89,18,"Riesling"
"Australia","Western Australia",89,22,"Riesling"
"Chile","Rapel Valley",89,12,"Cabernet Sauvignon"
"France","Alsace",89,44,"Riesling"
"Germany","Rheingau",89,24,"Riesling"
"France","Rhône Valley",89,80,"Syrah"
"New Zealand","Waipara",89,21,"Riesling"
"France","Rhône Valley",89,79,"Syrah"
"US","California",89,48,"Pinot Noir"
"France","Loire Valley",89,22,"Sauvignon Blanc"
"France","Alsace",89,20,"Riesling"
"New Zealand","Marlborough",89,18,"Sauvignon Blanc"
"US","California",89,18,"Riesling"
"US","California",89,48,"Pinot Noir"
"France","Alsace",89,38,"Riesling"
"France","Loire Valley",89,22,"Sauvignon Blanc"
"Australia","South Australia",89,19,"Riesling"
"South Africa","Stellenbosch",89,20,"Bordeaux-style Red Blend"
"US","California",92,28,"Syrah"
"Italy","Tuscany",92,60,"Sangiovese"
"US","Washington",92,45,"Bordeaux-style Red Blend"
"Italy","Tuscany",92,53,"Sangiovese"
"Italy","Tuscany",92,40,"Sangiovese"
"Italy","Tuscany",92,50,"Sangiovese"
"Italy","Tuscany",92,45,"Sangiovese"
"US","California",92,30,"Chardonnay"
"Italy","Tuscany",92,52,"Sangiovese"
"US","Washington",92,42,"Cabernet Sauvignon"
"Spain","Northern Spain",91,38,"Tempranillo"
"US","Washington",91,28,"Merlot"
"Italy","Tuscany",91,40,"Sangiovese"
"US","California",91,110,"Cabernet Sauvignon"
"Italy","Tuscany",91,30,"Sangiovese"
"Australia","South Australia",91,57,"Riesling"
"Italy","Tuscany",91,82,"Sangiovese"
"Italy","Tuscany",91,57,"Sangiovese"
"Italy","Tuscany",91,70,"Sangiovese"
"Italy","Tuscany",91,135,"Sangiovese"
"Italy","Tuscany",91,65,"Sangiovese"
"Italy","Tuscany",91,68,"Sangiovese"
"Italy","Tuscany",91,75,"Sangiovese"
"US","Washington",91,25,"Merlot"
"Italy","Tuscany",91,45,"Sangiovese"
"Italy","Tuscany",91,55,"Sangiovese"
"France","Languedoc-Roussillon",84,10,"Chardonnay"
"Italy","Tuscany",84,22,"Chardonnay"
"US","New York",84,14,"Chardonnay"
"Argentina","Other",84,20,"Merlot"
"Chile","Central Valley",84,10,"Cabernet Sauvignon"
"US","California",84,15,"Cabernet Sauvignon"
"France","Burgundy",84,15,"Chardonnay"
"Argentina","Mendoza Province",84,10,"Malbec"
"US","California",84,65,"Cabernet Sauvignon"
"France","Rhône Valley",84,10,"Rosé"
"France","Burgundy",84,17,"Pinot Noir"
"US","California",84,30,"Sauvignon Blanc"
"US","California",84,28,"Syrah"
"Argentina","Mendoza Province",84,11,"Malbec"
"US","California",84,11,"Merlot"
"US","New York",84,11,"Chardonnay"
"Chile","Maule Valley",84,15,"Merlot"
"France","Rhône Valley",84,13,"Rosé"
"Australia","South Australia",88,11,"Cabernet Sauvignon"
"US","California",88,22,"Merlot"
"US","California",88,25,"Zinfandel"
"Chile","Rapel Valley",88,14,"Merlot"
"Chile","Maipo Valley",88,65,"Cabernet Sauvignon"
"Chile","Casablanca Valley",88,29,"Sauvignon Blanc"
"Chile","Colchagua Valley",87,18,"Cabernet Sauvignon"
"Chile","Maipo Valley",87,29,"Cabernet Sauvignon"
"Australia","South Australia",87,10,"Chardonnay"
"Chile","Maipo Valley",87,14,"Merlot"
"Chile","Maule Valley",87,7,"Chardonnay"
"Italy","Piedmont",87,23,"Sangiovese"
"US","California",87,22,"Cabernet Sauvignon"
"Chile","Casablanca Valley",87,10,"Chardonnay"
"US","California",87,60,"Cabernet Sauvignon"
"Chile","Central Valley",87,12,"Chardonnay"
"Chile","Central Valley",87,8,"Cabernet Sauvignon"
"Chile","Casablanca Valley",87,10,"Sauvignon Blanc"
"US","California",87,22,"Chardonnay"
"US","California",87,17,"Merlot"
"Chile","Curicó Valley",87,10,"Merlot"
"Chile","Colchagua Valley",86,11,"Chardonnay"
"US","California",86,28,"Pinot Noir"
"US","California",86,10,"Chardonnay"
"US","California",86,10,"Chardonnay"
"Chile","Rapel Valley",86,9,"Sauvignon Blanc"
"Chile","Maipo Valley",86,15,"Merlot"
"Spain","Catalonia",82,18,"Cabernet Sauvignon"
"Argentina","Mendoza Province",82,21,"White Blend"
"US","California",82,10,"Cabernet Sauvignon"
"US","California",82,17,"Red Blend"
"US","California",82,50,"Zinfandel"
"US","California",81,36,"Pinot Noir"
"US","Washington",81,14,"Merlot"
"Australia","Australia Other",81,10,"Merlot"
"US","California",81,50,"Zinfandel"
"Argentina","Mendoza Province",81,10,"Sauvignon Blanc"
"US","California",80,10,"Red Blend"
"Argentina","Mendoza Province",80,12,"Sauvignon Blanc"
"Argentina","Other",80,20,"Malbec"
"US","California",97,125,"Bordeaux-style Red Blend"
"US","California",96,60,"Chardonnay"
"Austria","Wachau",95,74,"Riesling"
"US","California",95,60,"Pinot Noir"
"Austria","Wachau",95,126,"Riesling"
"US","California",94,59,"Pinot Noir"
"New Zealand","Central Otago",89,20,"Riesling"
"US","New York",89,18,"Riesling"
"France","Loire Valley",89,24,"Sauvignon Blanc"
"US","California",89,25,"Zinfandel"
"Chile","Casablanca Valley",89,18,"Pinot Noir"
"Germany","Pfalz",89,48,"Riesling"
"France","Rhône Valley",89,30,"Syrah"
"US","California",89,20,"Syrah"
"Spain","Northern Spain",89,20,"Tempranillo"
"Italy","Northeastern Italy",89,25,"Sauvignon Blanc"
"Spain","Northern Spain",89,30,"Tempranillo"
"US","California",89,18,"Bordeaux-style Red Blend"
"US","California",89,80,"Cabernet Sauvignon"
"US","California",89,14,"Sauvignon Blanc"
"France","Loire Valley",89,22,"Sauvignon Blanc"
"France","Loire Valley",89,27,"Sauvignon Blanc"
"France","Rhône Valley",89,40,"Syrah"
"New Zealand","Marlborough",89,23,"Riesling"
"US","California",89,25,"Sauvignon Blanc"
"New Zealand","Marlborough",89,16,"Riesling"
"New Zealand","Central Otago",89,17,"Riesling"
"Spain","Northern Spain",89,104,"Tempranillo"
"Spain","Northern Spain",89,31,"Tempranillo"
"Italy","Tuscany",91,74,"Sangiovese"
"Italy","Tuscany",91,110,"Sangiovese"
"Italy","Tuscany",91,23,"Sangiovese"
"US","California",91,30,"Pinot Noir"
"Italy","Tuscany",91,70,"Sangiovese"
"US","Washington",91,40,"Red Blend"
"France","Burgundy",91,85,"Chardonnay"
"Spain","Catalonia",91,12,"Red Blend"
"US","California",91,35,"Cabernet Sauvignon"
"US","California",91,26,"Merlot"
"France","Burgundy",91,66,"Chardonnay"
"Italy","Tuscany",91,55,"Sangiovese"
"US","Washington",91,30,"Merlot"
"Argentina","Mendoza Province",91,35,"Malbec"
"Italy","Tuscany",91,118,"Sangiovese"
"Italy","Tuscany",91,75,"Sangiovese"
"Italy","Tuscany",91,56,"Sangiovese"
"US","Washington",91,28,"Chardonnay"
"Italy","Tuscany",91,65,"Sangiovese"
"Italy","Tuscany",91,50,"Sangiovese"
"US","Washington",91,45,"Red Blend"
"US","Washington",91,32,"Red Blend"
"US","California",91,50,"Bordeaux-style Red Blend"
"Spain","Catalonia",91,100,"Red Blend"
"US","Washington",91,10,"Riesling"
"Chile","Colchagua Valley",84,10,"Merlot"
"Chile","Maule Valley",84,10,"Pinot Noir"
"Chile","Central Valley",84,8,"Sauvignon Blanc"
"Italy","Piedmont",84,18,"Red Blend"
"US","New York",84,15,"Chardonnay"
"New Zealand","Hawke's Bay",84,13,"Chardonnay"
"France","Burgundy",84,19,"Pinot Noir"
"US","California",84,14,"Chardonnay"
"Argentina","Mendoza Province",84,10,"Malbec"
"Chile","Colchagua Valley",84,9,"Sauvignon Blanc"
"Italy","Northeastern Italy",84,39,"Chardonnay"
"France","Burgundy",84,20,"Pinot Noir"
"Chile","Colchagua Valley",84,7,"Cabernet Sauvignon"
"Chile","Cachapoal Valley",84,17,"Cabernet Sauvignon"
"US","California",84,14,"Merlot"
"Argentina","Mendoza Province",84,13,"Merlot"
"Argentina","Mendoza Province",84,10,"Chardonnay"
"US","California",84,35,"Zinfandel"
"Argentina","Other",84,12,"Cabernet Sauvignon"
"France","Burgundy",84,18,"Pinot Noir"
"France","Alsace",84,12,"Riesling"
"US","California",84,32,"Zinfandel"
"US","California",84,10,"Pinot Noir"
"US","New York",84,14,"Chardonnay"
"US","California",84,25,"Red Blend"
"US","California",84,32,"Zinfandel"
"Chile","Central Valley",86,8,"Chardonnay"
"Chile","Colchagua Valley",86,11,"Cabernet Sauvignon"
"Chile","Colchagua Valley",86,9,"Cabernet Sauvignon"
"Chile","Maipo Valley",86,9,"Cabernet Sauvignon"
"Chile","Rapel Valley",85,8,"Merlot"
"Chile","Maipo Valley",85,12,"Cabernet Sauvignon"
"US","California",85,20,"Merlot"
"Chile","Maipo Valley",85,11,"Chardonnay"
"Chile","Curicó Valley",85,12,"Sauvignon Blanc"
"Chile","Maipo Valley",85,21,"Bordeaux-style Red Blend"
"US","California",85,21,"Merlot"
"Chile","Colchagua Valley",85,7,"Cabernet Sauvignon"
"Chile","Rapel Valley",85,8,"Merlot"
"US","California",84,8,"Chardonnay"
"Chile","Maule Valley",84,7,"Cabernet Sauvignon"
"US","California",84,15,"Chardonnay"
"US","California",84,6,"Chardonnay"
"Chile","Colchagua Valley",84,15,"Chardonnay"
"US","California",84,16,"Chardonnay"
"Chile","Casablanca Valley",84,8,"Chardonnay"
"Chile","Maipo Valley",84,13,"Chardonnay"
"Chile","Lontué Valley",84,7,"Chardonnay"
"US","California",84,10,"Merlot"
"Chile","Maipo Valley",84,12,"Pinot Noir"
"Chile","Central Valley",84,8,"Sauvignon Blanc"
"US","California",94,60,"Pinot Noir"
"Austria","Wachau",94,88,"Riesling"
"US","California",94,70,"Cabernet Sauvignon"
"Austria","Wachau",94,35,"Riesling"
"US","California",94,80,"Syrah"
"US","California",94,65,"Chardonnay"
"US","California",94,125,"Cabernet Sauvignon"
"US","California",94,75,"Merlot"
"US","California",94,75,"Pinot Noir"
"US","California",94,48,"Syrah"
"US","California",94,50,"Pinot Noir"
"US","California",94,42,"Pinot Noir"
"US","California",94,56,"Pinot Noir"
"US","California",93,30,"Chardonnay"
"Austria","Wachau",93,40,"Riesling"
"Chile","Aconcagua Valley",93,78,"Bordeaux-style Red Blend"
"US","California",93,44,"Pinot Noir"
"US","California",93,70,"Pinot Noir"
"US","California",89,54,"Cabernet Sauvignon"
"Australia","South Australia",89,15,"Riesling"
"US","California",89,12,"Sauvignon Blanc"
"France","Rhône Valley",89,150,"Syrah"
"US","California",89,25,"Zinfandel"
"US","California",89,42,"Pinot Noir"
"US","California",89,24,"Merlot"
"New Zealand","Marlborough",89,15,"Riesling"
"Italy","Northeastern Italy",89,47,"Sauvignon Blanc"
"Chile","Aconcagua Valley",89,24,"Red Blend"
"New Zealand","Marlborough",89,15,"Riesling"
"US","California",89,40,"Cabernet Sauvignon"
"Spain","Northern Spain",88,40,"Tempranillo"
"France","Rhône Valley",88,70,"Syrah"
"Italy","Northeastern Italy",88,17,"Sauvignon Blanc"
"US","New York",88,15,"Riesling"
"Chile","Aconcagua Valley",88,15,"Cabernet Sauvignon"
"Italy","Tuscany",91,45,"Sangiovese"
"Italy","Tuscany",91,39,"Sangiovese"
"Italy","Tuscany",91,65,"Sangiovese"
"Italy","Tuscany",91,45,"Sangiovese"
"Australia","South Australia",90,35,"Cabernet Sauvignon"
"France","Bordeaux",90,250,"Bordeaux-style Red Blend"
"Italy","Tuscany",90,50,"Sangiovese"
"US","California",90,50,"Malbec"
"US","Washington",90,35,"Red Blend"
"US","Washington",90,28,"Merlot"
"US","Washington",90,18,"White Blend"
"US","California",90,18,"Sauvignon Blanc"
"France","Burgundy",90,54,"Chardonnay"
"Italy","Tuscany",90,49,"Sangiovese"
"US","Washington",90,7,"Riesling"
"US","California",90,35,"Chardonnay"
"US","Washington",90,24,"Red Blend"
"Italy","Tuscany",90,65,"Sangiovese"
"Argentina","Other",90,15,"Malbec"
"Australia","South Australia",90,16,"Riesling"
"US","California",90,18,"Syrah"
"Italy","Tuscany",90,75,"Sangiovese"
"Italy","Tuscany",90,50,"Sangiovese"
"US","Washington",90,22,"Chardonnay"
"US","California",90,75,"Cabernet Sauvignon"
"Spain","Catalonia",90,40,"Red Blend"
"US","California",84,13,"Sauvignon Blanc"
"US","California",84,14,"Sangiovese"
"Chile","Casablanca Valley",84,16,"Pinot Noir"
"Austria","Niederösterreich",84,22,"Riesling"
"Chile","Rapel Valley",84,10,"Syrah"
"US","California",84,26,"Chardonnay"
"US","California",84,14,"Pinot Noir"
"US","California",84,11,"Red Blend"
"Argentina","Other",84,46,"Red Blend"
"Chile","Central Valley",83,9,"Cabernet Sauvignon"
"US","New York",83,13,"Chardonnay"
"Argentina","Mendoza Province",83,10,"Malbec"
"Australia","Australia Other",83,8,"Chardonnay"
"US","California",83,32,"Zinfandel"
"US","New Mexico",83,11,"Riesling"
"US","California",83,16,"Cabernet Sauvignon"
"US","California",83,35,"Cabernet Sauvignon"
"US","New York",83,19,"Chardonnay"
"Chile","Cachapoal Valley",83,25,"Cabernet Sauvignon"
"France","Languedoc-Roussillon",83,15,"Rosé"
"US","California",83,15,"Merlot"
"France","Alsace",83,13,"Riesling"
"France","Provence",83,10,"Rosé"
"Chile","Maipo Valley",83,10,"Cabernet Sauvignon"
"US","California",83,25,"Cabernet Sauvignon"
"Chile","Limarí Valley",83,20,"Syrah"
"France","Burgundy",83,15,"Pinot Noir"
"Chile","Maipo Valley",83,8,"Cabernet Sauvignon"
"Chile","Maipo Valley",83,10,"Red Blend"
"Chile","Maipo Valley",83,7,"Merlot"
"US","California",83,7,"Zinfandel"
"Chile","Central Valley",83,8,"Merlot"
"US","California",83,6,"Zinfandel"
"Chile","Colchagua Valley",83,11,"Chardonnay"
"Chile","Maipo Valley",83,13,"Cabernet Sauvignon"
"US","California",83,16,"Pinot Noir"
"Chile","Maipo Valley",83,9,"Merlot"
"Chile","Maipo Valley",83,13,"Cabernet Sauvignon"
"Chile","Casablanca Valley",83,20,"Red Blend"
"US","California",83,7,"Zinfandel"
"US","California",83,10,"Chardonnay"
"Chile","Maipo Valley",83,14,"Chardonnay"
"US","California",82,10,"Merlot"
"Chile","Maipo Valley",82,13,"Chardonnay"
"Chile","Maule Valley",82,8,"Cabernet Sauvignon"
"US","California",82,35,"Pinot Noir"
"Chile","Maipo Valley",82,12,"Chardonnay"
"Chile","Curicó Valley",82,8,"Rosé"
"US","California",82,10,"Merlot"
"Chile","Maipo Valley",82,11,"Cabernet Sauvignon"
"Chile","Maipo Valley",82,14,"Riesling"
"Chile","Casablanca Valley",82,10,"Merlot"
"US","California",82,10,"Pinot Noir"
"Chile","Maipo Valley",82,12,"Cabernet Sauvignon"
"Chile","Maipo Valley",82,7,"Pinot Noir"
"Chile","Maipo Valley",82,15,"Cabernet Sauvignon"
"US","California",93,38,"Chardonnay"
"Italy","Northeastern Italy",93,90,"Chardonnay"
"US","California",93,38,"Syrah"
